image_id,label
test_1381d,water
test_1382a,water
test_1382b,candy
test_1382c,water
test_1382d,water
test_1383a,water
test_1383b,juice
test_1383c,water
test_1383d,water
test_1384a,milk
test_1384b,candy
test_1384c,spices
test_1384d,water
test_1385a,water
test_1385b,tea
test_1385c,cereal
test_1385d,candy
test_1386a,soda
test_1386b,water
test_1386c,candy
test_1386d,juice
test_1387a,jam
test_1387b,soda
test_1387c,cereal
test_1387d,candy
test_1388a,tea
test_1388b,chocolate
test_1388c,water
test_1388d,cereal
test_1389a,water
test_1389b,water
test_1389c,water
test_1389d,water
test_1390a,tea
test_1390b,juice
test_1390c,chips
test_1390d,cereal
test_1391a,water
test_1391b,candy
test_1391c,candy
test_1391d,juice
test_1392a,juice
test_1392b,chocolate
test_1392c,water
test_1392d,milk
test_1393a,nuts
test_1393b,jam
test_1393c,soda
test_1393d,water
test_1394a,juice
test_1394b,candy
test_1394c,water
test_1394d,juice
test_1395a,candy
test_1395b,cereal
test_1395c,water
test_1395d,chocolate
test_1396a,vinegar
test_1396b,jam
test_1396c,cereal
test_1396d,water
test_1397a,chips
test_1397b,oil
test_1397c,water
test_1397d,juice
test_1398a,cereal
test_1398b,soda
test_1398c,juice
test_1398d,juice
test_1399a,candy
test_1399b,water
test_1399c,soda
test_1399d,soda
test_1400a,candy
test_1400b,chocolate
test_1400c,chocolate
test_1400d,honey
test_1401a,water
test_1401b,cereal
test_1401c,cereal
test_1401d,water
test_1402a,water
test_1402b,jam
test_1402c,candy
test_1402d,water
test_1403a,water
test_1403b,water
test_1403c,chocolate
test_1403d,water
test_1404a,water
test_1404b,water
test_1404c,candy
test_1404d,water
test_1405a,milk
test_1405b,water
test_1405c,spices
test_1405d,water
test_1406a,chocolate
test_1406b,cereal
test_1406c,candy
test_1406d,candy
test_1407a,cereal
test_1407b,candy
test_1407c,spices
test_1407d,water
test_1408a,chocolate
test_1408b,water
test_1408c,juice
test_1408d,water
test_1409a,candy
test_1409b,water
test_1409c,vinegar
test_1409d,chocolate
test_1410a,water
test_1410b,chocolate
test_1410c,tea
test_1410d,juice
test_1411a,water
test_1411b,tea
test_1411c,oil
test_1411d,cereal
test_1412a,jam
test_1412b,soda
test_1412c,chocolate
test_1412d,water
test_1413a,cereal
test_1413b,jam
test_1413c,spices
test_1413d,soda
test_1414a,candy
test_1414b,chocolate
test_1414c,tea
test_1414d,candy
test_1415a,candy
test_1415b,vinegar
test_1415c,water
test_1415d,water
test_1416a,cereal
test_1416b,chips
test_1416c,chocolate
test_1416d,water
test_1417a,candy
test_1417b,cereal
test_1417c,water
test_1417d,milk
test_1418a,tea
test_1418b,candy
test_1418c,chocolate
test_1418d,cereal
test_1419a,spices
test_1419b,cereal
test_1419c,tea
test_1419d,chocolate
test_1420a,water
test_1420b,juice
test_1420c,cereal
test_1420d,juice
test_1421a,water
test_1421b,chocolate
test_1421c,chocolate
test_1421d,nuts
test_1422a,juice
test_1422b,water
test_1422c,juice
test_1422d,chocolate
test_1423a,water
test_1423b,candy
test_1423c,juice
test_1423d,juice
test_1424a,chocolate
test_1424b,juice
test_1424c,juice
test_1424d,cereal
test_1425a,juice
test_1425b,water
test_1425c,soda
test_1425d,water
test_1426a,water
test_1426b,cereal
test_1426c,chips
test_1426d,water
test_1427a,water
test_1427b,chocolate
test_1427c,spices
test_1427d,oil
test_1428a,candy
test_1428b,soda
test_1428c,chocolate
test_1428d,cereal
test_1429a,spices
test_1429b,cereal
test_1429c,water
test_1429d,cereal
test_1430a,cereal
test_1430b,water
test_1430c,cereal
test_1430d,water
test_1431a,candy
test_1431b,jam
test_1431c,cereal
test_1431d,spices
test_1432a,tea
test_1432b,chocolate
test_1432c,soda
test_1432d,water
